"chr"	"start"	"end"	"name"
18	66567489	67383001	"0_0_0_0_0_0_0_0_0_0_0_0_1.820"
18	72277882	72630747	"0_0_0_0_0_0_0_0_0_0_0_0_1.205"
19	1447690	8643837	"0_0_0_0_0_0_0_0_0_0_0_0_1.6620"
19	23442336	23993020	"0_0_0_0_0_0_0_0_0_0_0_0_1.356"
19	25437807	25695426	"0_0_0_0_0_0_0_0_0_0_0_0_1.322"
19	29487696	31446650	"0_0_0_0_0_0_0_0_0_0_0_0_1.1217"
19	38002080	38337335	"0_0_0_0_0_0_0_0_0_0_0_0_1.197"
19	38539713	38730474	"0_0_0_0_0_0_0_0_0_0_0_0_1.175"
19	48290289	49032781	"0_0_0_0_0_0_0_0_0_0_0_0_1.1115"
20	10917977	11410802	"0_0_0_0_0_0_0_0_0_0_0_0_1.569"
20	50452407	50786829	"0_0_0_0_0_0_0_0_0_0_0_0_1.268"
20	51874493	52931373	"0_0_0_0_0_0_0_0_0_0_0_0_1.1654"
20	52979026	55126986	"0_0_0_0_0_0_0_0_0_0_0_0_1.938"
20	55214161	55613581	"0_0_0_0_0_0_0_0_0_0_0_0_1.206"
21	27896660	28198044	"0_0_0_0_0_0_0_0_0_0_0_0_1.37"
21	64388376	67320546	"0_0_0_0_0_0_0_0_0_0_0_0_1.283"
21	129115316	129401977	"0_0_0_0_0_0_0_0_0_0_0_0_1.44"
21	133487933	133865381	"0_0_0_0_0_0_0_0_0_0_0_0_1.51"
1	226822471	231420049	"1_1_1_1_1_0_1_0_0_1_0_1_0.3696"
3	108726052	108770946	"1_1_1_1_1_0_1_0_0_1_0_1_0.70"
3	123592973	126519413	"1_1_1_1_1_0_1_0_0_1_0_1_0.1718"
3	126552617	127039820	"1_1_1_1_1_0_1_0_0_1_0_1_0.248"
3	127121531	127754595	"1_1_1_1_1_0_1_0_0_1_0_1_0.368"
3	127794926	128074379	"1_1_1_1_1_0_1_0_0_1_0_1_0.211"
3	128187841	128929510	"1_1_1_1_1_0_1_0_0_1_0_1_0.513"
3	154437549	154579965	"1_1_1_1_1_0_1_0_0_1_0_1_0.98"
4	84167887	85193823	"1_1_1_1_1_0_1_0_0_1_0_1_0.1823"
4	142994089	146029160	"1_1_1_1_1_0_1_0_0_1_0_1_0.2505"
5	3270698	5957931	"1_1_1_1_1_0_1_0_0_1_0_1_0.2048"
5	7736693	11173361	"1_1_1_1_1_0_1_0_0_1_0_1_0.3904"
5	11355679	14487825	"1_1_1_1_1_0_1_0_0_1_0_1_0.3165"
5	14675454	15801328	"1_1_1_1_1_0_1_0_0_1_0_1_0.1342"
5	16094109	16225866	"1_1_1_1_1_0_1_0_0_1_0_1_0.97"
5	97613676	98940957	"1_1_1_1_1_0_1_0_0_1_0_1_0.773"
5	99195528	104148680	"1_1_1_1_1_0_1_0_0_1_0_1_0.5027"
5	139991622	140660922	"1_1_1_1_1_0_1_0_0_1_0_1_0.523"
6	22674833	24867442	"1_1_1_1_1_0_1_0_0_1_0_1_0.1884"
9	10098655	11403300	"1_1_1_1_1_0_1_0_0_1_0_1_0.343"
9	18733407	19018877	"1_1_1_1_1_0_1_0_0_1_0_1_0.65"
9	25803235	26630511	"1_1_1_1_1_0_1_0_0_1_0_1_0.630"
9	28158033	28258522	"1_1_1_1_1_0_1_0_0_1_0_1_0.160"
9	28349730	28789161	"1_1_1_1_1_0_1_0_0_1_0_1_0.157"
9	29068109	32315178	"1_1_1_1_1_0_1_0_0_1_0_1_0.4713"
9	32334706	34298856	"1_1_1_1_1_0_1_0_0_1_0_1_0.1988"
9	34534593	34603614	"1_1_1_1_1_0_1_0_0_1_0_1_0.27"
9	35345486	35878962	"1_1_1_1_1_0_1_0_0_1_0_1_0.417"
9	42255160	42280947	"1_1_1_1_1_0_1_0_0_1_0_1_0.21"
9	93275333	93402484	"1_1_1_1_1_0_1_0_0_1_0_1_0.60"
10	96458757	98423826	"1_1_1_1_1_0_1_0_0_1_0_1_0.1499"
11	64155641	65040067	"1_1_1_1_1_0_1_0_0_1_0_1_0.327"
11	70499977	74637607	"1_1_1_1_1_0_1_0_0_1_0_1_0.3776"
13	60328250	61403107	"1_1_1_1_1_0_1_0_0_1_0_1_0.410"
13	61480491	62156146	"1_1_1_1_1_0_1_0_0_1_0_1_0.321"
13	62561265	64660842	"1_1_1_1_1_0_1_0_0_1_0_1_0.1054"
13	64738341	65754448	"1_1_1_1_1_0_1_0_0_1_0_1_0.1438"
13	65804788	68289184	"1_1_1_1_1_0_1_0_0_1_0_1_0.1214"
13	68347381	68649523	"1_1_1_1_1_0_1_0_0_1_0_1_0.284"
13	76172960	76192197	"1_1_1_1_1_0_1_0_0_1_0_1_0.20"
13	77212151	79154771	"1_1_1_1_1_0_1_0_0_1_0_1_0.1558"
13	81553645	82505896	"1_1_1_1_1_0_1_0_0_1_0_1_0.610"
13	83995848	84359593	"1_1_1_1_1_0_1_0_0_1_0_1_0.131"
13	84490743	84546207	"1_1_1_1_1_0_1_0_0_1_0_1_0.32"
13	84827458	85043328	"1_1_1_1_1_0_1_0_0_1_0_1_0.321"
13	85112271	86582752	"1_1_1_1_1_0_1_0_0_1_0_1_0.946"
13	87420927	88663027	"1_1_1_1_1_0_1_0_0_1_0_1_0.1008"
14	69635770	72467716	"1_1_1_1_1_0_1_0_0_1_0_1_0.1919"
15	20166840	20496645	"1_1_1_1_1_0_1_0_0_1_0_1_0.343"
15	68697755	69497847	"1_1_1_1_1_0_1_0_0_1_0_1_0.327"
16	53027694	57080482	"1_1_1_1_1_0_1_0_0_1_0_1_0.3008"
18	13293970	14909473	"1_1_1_1_1_0_1_0_0_1_0_1_0.1879"
18	15765922	17866923	"1_1_1_1_1_0_1_0_0_1_0_1_0.2244"
18	18061639	20076073	"1_1_1_1_1_0_1_0_0_1_0_1_0.874"
18	20165328	27801378	"1_1_1_1_1_0_1_0_0_1_0_1_0.8264"
18	31722050	32425421	"1_1_1_1_1_0_1_0_0_1_0_1_0.626"
18	32634485	40784397	"1_1_1_1_1_0_1_0_0_1_0_1_0.1577"
18	43254278	43660054	"1_1_1_1_1_0_1_0_0_1_0_1_0.175"
18	43877268	44011041	"1_1_1_1_1_0_1_0_0_1_0_1_0.20"
18	44464803	46313126	"1_1_1_1_1_0_1_0_0_1_0_1_0.2552"
18	47819924	48404777	"1_1_1_1_1_0_1_0_0_1_0_1_0.704"
18	63104389	63721516	"1_1_1_1_1_0_1_0_0_1_0_1_0.422"
1	200377884	201929971	"0_0_0_0_0_0_0_0_0_0_1_0_0.1025"
1	202508333	205418671	"0_0_0_0_0_0_0_0_0_0_1_0_0.1305"
1	206474728	214640486	"0_0_0_0_0_0_0_0_0_0_1_0_0.7047"
1	214712570	218155530	"0_0_0_0_0_0_0_0_0_0_1_0_0.2896"
1	218390297	223016428	"0_0_0_0_0_0_0_0_0_0_1_0_0.3300"
1	223488704	226821144	"0_0_0_0_0_0_0_0_0_0_1_0_0.1961"
2	27044863	27236305	"0_0_0_0_0_0_0_0_0_0_1_0_0.116"
2	32657530	32789421	"0_0_0_0_0_0_0_0_0_0_1_0_0.137"
2	86626849	86823486	"0_0_0_0_0_0_0_0_0_0_1_0_0.42"
2	147585387	149029068	"0_0_0_0_0_0_0_0_0_0_1_0_0.927"
2	149098045	151705374	"0_0_0_0_0_0_0_0_0_0_1_0_0.2079"
2	152017287	153934956	"0_0_0_0_0_0_0_0_0_0_1_0_0.1418"
2	155799694	157279704	"0_0_0_0_0_0_0_0_0_0_1_0_0.286"
2	170468521	172248464	"0_0_0_0_0_0_0_0_0_0_1_0_0.1755"
2	173121020	173756133	"0_0_0_0_0_0_0_0_0_0_1_0_0.865"
2	174483678	175865890	"0_0_0_0_0_0_0_0_0_0_1_0_0.728"
2	175928740	176032772	"0_0_0_0_0_0_0_0_0_0_1_0_0.39"
2	176108749	176768838	"0_0_0_0_0_0_0_0_0_0_1_0_0.443"
2	177050654	177417832	"0_0_0_0_0_0_0_0_0_0_1_0_0.150"
2	177509355	177783171	"0_0_0_0_0_0_0_0_0_0_1_0_0.96"
2	177826358	177978889	"0_0_0_0_0_0_0_0_0_0_1_0_0.76"
2	178599213	178891817	"0_0_0_0_0_0_0_0_0_0_1_0_0.247"
2	179219960	179926377	"0_0_0_0_0_0_0_0_0_0_1_0_0.276"
2	202303710	206025814	"0_0_0_0_0_0_0_0_0_0_1_0_0.2256"
2	211340170	212232015	"0_0_0_0_0_0_0_0_0_0_1_0_0.702"
2	212330383	213580315	"0_0_0_0_0_0_0_0_0_0_1_0_0.512"
2	222836090	223346186	"0_0_0_0_0_0_0_0_0_0_1_0_0.79"
2	223400740	223669312	"0_0_0_0_0_0_0_0_0_0_1_0_0.83"
2	223788791	224957140	"0_0_0_0_0_0_0_0_0_0_1_0_0.528"
2	260358234	260378959	"0_0_0_0_0_0_0_0_0_0_1_0_0.33"
3	36275005	36839848	"0_0_0_0_0_0_0_0_0_0_1_0_0.257"
3	36916386	37208623	"0_0_0_0_0_0_0_0_0_0_1_0_0.80"
3	37253309	37691544	"0_0_0_0_0_0_0_0_0_0_1_0_0.407"
3	38057021	39056799	"0_0_0_0_0_0_0_0_0_0_1_0_0.908"
3	39204797	39427586	"0_0_0_0_0_0_0_0_0_0_1_0_0.150"
3	40439566	42545008	"0_0_0_0_0_0_0_0_0_0_1_0_0.1365"
3	42619022	43114298	"0_0_0_0_0_0_0_0_0_0_1_0_0.76"
3	43622640	44515888	"0_0_0_0_0_0_0_0_0_0_1_0_0.359"
3	45065601	45734102	"0_0_0_0_0_0_0_0_0_0_1_0_0.244"
3	122880626	125856450	"0_0_0_0_0_0_0_0_0_0_1_0_0.1467"
4	27014997	27086047	"0_0_0_0_0_0_0_0_0_0_1_0_0.25"
5	3115336	3265262	"0_0_0_0_0_0_0_0_0_0_1_0_0.57"
5	3687029	3773229	"0_0_0_0_0_0_0_0_0_0_1_0_0.58"
5	3825455	4153741	"0_0_0_0_0_0_0_0_0_0_1_0_0.214"
5	20258820	21283865	"0_0_0_0_0_0_0_0_0_0_1_0_0.495"
5	21995336	22644364	"0_0_0_0_0_0_0_0_0_0_1_0_0.507"
5	22755972	23456219	"0_0_0_0_0_0_0_0_0_0_1_0_0.574"
6	7586	349966	"0_0_0_0_0_0_0_0_0_0_1_0_0.487"
6	827606	1811286	"0_0_0_0_0_0_0_0_0_0_1_0_0.1132"
6	2237740	3886098	"0_0_0_0_0_0_0_0_0_0_1_0_0.1394"
6	19099104	19266237	"0_0_0_0_0_0_0_0_0_0_1_0_0.118"
6	19416719	19730097	"0_0_0_0_0_0_0_0_0_0_1_0_0.238"
6	19802543	20249068	"0_0_0_0_0_0_0_0_0_0_1_0_0.542"
6	20786985	22575282	"0_0_0_0_0_0_0_0_0_0_1_0_0.2053"
6	23781478	24099666	"0_0_0_0_0_0_0_0_0_0_1_0_0.118"
6	25191743	25299245	"0_0_0_0_0_0_0_0_0_0_1_0_0.97"
8	38750469	39044816	"0_0_0_0_0_0_0_0_0_0_1_0_0.271"
9	2048673	2173663	"0_0_0_0_0_0_0_0_0_0_1_0_0.101"
9	2685277	3095279	"0_0_0_0_0_0_0_0_0_0_1_0_0.564"
9	3279039	3873439	"0_0_0_0_0_0_0_0_0_0_1_0_0.498"
9	28127210	28144984	"0_0_0_0_0_0_0_0_0_0_1_0_0.35"
9	28246426	28392994	"0_0_0_0_0_0_0_0_0_0_1_0_0.131"
9	28480694	28532413	"0_0_0_0_0_0_0_0_0_0_1_0_0.221"
9	34533663	34872423	"0_0_0_0_0_0_0_0_0_0_1_0_0.458"
9	36690609	40838817	"0_0_0_0_0_0_0_0_0_0_1_0_0.2764"
9	93276741	93403154	"0_0_0_0_0_0_0_0_0_0_1_0_0.21"
10	7427070	7561966	"0_0_0_0_0_0_0_0_0_0_1_0_0.133"
10	7777896	8073086	"0_0_0_0_0_0_0_0_0_0_1_0_0.225"
10	18988944	19107991	"0_0_0_0_0_0_0_0_0_0_1_0_0.154"
10	19127271	19165555	"0_0_0_0_0_0_0_0_0_0_1_0_0.45"
10	19350504	19455857	"0_0_0_0_0_0_0_0_0_0_1_0_0.65"
10	20344302	20496026	"0_0_0_0_0_0_0_0_0_0_1_0_0.80"
10	90926537	91788350	"0_0_0_0_0_0_0_0_0_0_1_0_0.795"
12	48884595	51118142	"0_0_0_0_0_0_0_0_0_0_1_0_0.2776"
12	51548634	52448394	"0_0_0_0_0_0_0_0_0_0_1_0_0.609"
13	59810977	60842057	"0_0_0_0_0_0_0_0_0_0_1_0_0.606"
13	61909663	62493417	"0_0_0_0_0_0_0_0_0_0_1_0_0.288"
13	63157858	63912711	"0_0_0_0_0_0_0_0_0_0_1_0_0.664"
13	63996937	64784511	"0_0_0_0_0_0_0_0_0_0_1_0_0.488"
13	65697040	68647027	"0_0_0_0_0_0_0_0_0_0_1_0_0.1797"
13	76178513	77211702	"0_0_0_0_0_0_0_0_0_0_1_0_0.1039"
13	79095644	79596768	"0_0_0_0_0_0_0_0_0_0_1_0_0.196"
13	79665598	80726184	"0_0_0_0_0_0_0_0_0_0_1_0_0.459"
13	81547554	82498745	"0_0_0_0_0_0_0_0_0_0_1_0_0.320"
13	83995223	84363217	"0_0_0_0_0_0_0_0_0_0_1_0_0.200"
13	84796822	84970017	"0_0_0_0_0_0_0_0_0_0_1_0_0.116"
13	85037557	85929952	"0_0_0_0_0_0_0_0_0_0_1_0_0.365"
13	86162575	86379672	"0_0_0_0_0_0_0_0_0_0_1_0_0.24"
13	86587031	87571644	"0_0_0_0_0_0_0_0_0_0_1_0_0.429"
13	101992276	102077064	"0_0_0_0_0_0_0_0_0_0_1_0_0.162"
13	107225118	107369788	"0_0_0_0_0_0_0_0_0_0_1_0_0.61"
13	107546833	107762230	"0_0_0_0_0_0_0_0_0_0_1_0_0.73"
13	113396837	113533743	"0_0_0_0_0_0_0_0_0_0_1_0_0.107"
14	72791316	73158778	"0_0_0_0_0_0_0_0_0_0_1_0_0.186"
15	1271197	6007288	"0_0_0_0_0_0_0_0_0_0_1_0_0.1740"
15	12744854	14419185	"0_0_0_0_0_0_0_0_0_0_1_0_0.1258"
15	15078838	16578004	"0_0_0_0_0_0_0_0_0_0_1_0_0.1540"
17	14727192	14874918	"0_0_0_0_0_0_0_0_0_0_1_0_0.185"
17	15274809	16743315	"0_0_0_0_0_0_0_0_0_0_1_0_0.1381"
17	16915929	17810749	"0_0_0_0_0_0_0_0_0_0_1_0_0.1034"
17	18342994	18655155	"0_0_0_0_0_0_0_0_0_0_1_0_0.269"
17	18731659	18773650	"0_0_0_0_0_0_0_0_0_0_1_0_0.22"
17	18951383	19127975	"0_0_0_0_0_0_0_0_0_0_1_0_0.208"
17	76667419	77251582	"0_0_0_0_0_0_0_0_0_0_1_0_0.396"
17	77285808	77581209	"0_0_0_0_0_0_0_0_0_0_1_0_0.179"
18	19599355	20075949	"0_0_0_0_0_0_0_0_0_0_1_0_0.273"
18	20165879	20228029	"0_0_0_0_0_0_0_0_0_0_1_0_0.43"
18	57003318	57235705	"0_0_0_0_0_0_0_0_0_0_1_0_0.287"
18	61380547	61872175	"0_0_0_0_0_0_0_0_0_0_1_0_0.407"
18	61910311	62292636	"0_0_0_0_0_0_0_0_0_0_1_0_0.282"
18	62355517	62915960	"0_0_0_0_0_0_0_0_0_0_1_0_0.244"
18	63105036	63240465	"0_0_0_0_0_0_0_0_0_0_1_0_0.120"
18	63570721	63686358	"0_0_0_0_0_0_0_0_0_0_1_0_0.64"
21	28557707	29256982	"0_0_0_0_0_0_0_0_0_0_1_0_0.185"
21	32054539	32078822	"0_0_0_0_0_0_0_0_0_0_1_0_0.27"
21	99890538	101660381	"0_0_0_0_0_0_0_0_0_0_1_0_0.272"
21	106664868	110662271	"0_0_0_0_0_0_0_0_0_0_1_0_0.332"
21	116215636	116596329	"0_0_0_0_0_0_0_0_0_0_1_0_0.79"
21	119618060	123370159	"0_0_0_0_0_0_0_0_0_0_1_0_0.667"
1	102690160	105670912	"0_1_0_0_0_0_0_0_0_1_1_1_0.2215"
1	106087661	107612574	"0_1_0_0_0_0_0_0_0_1_1_1_0.1386"
1	197999056	200356425	"0_1_0_0_0_0_0_0_0_1_1_1_0.1488"
1	202033375	202455616	"0_1_0_0_0_0_0_0_0_1_1_1_0.233"
2	32793328	32834828	"0_1_0_0_0_0_0_0_0_1_1_1_0.84"
2	37640911	38401098	"0_1_0_0_0_0_0_0_0_1_1_1_0.616"
2	38531338	38966600	"0_1_0_0_0_0_0_0_0_1_1_1_0.229"
2	40960158	41146134	"0_1_0_0_0_0_0_0_0_1_1_1_0.180"
2	45802492	47487395	"0_1_0_0_0_0_0_0_0_1_1_1_0.1174"
2	47612292	48238241	"0_1_0_0_0_0_0_0_0_1_1_1_0.323"
2	48358797	48857186	"0_1_0_0_0_0_0_0_0_1_1_1_0.297"
2	55449061	56605148	"0_1_0_0_0_0_0_0_0_1_1_1_0.1048"
2	62066584	62640195	"0_1_0_0_0_0_0_0_0_1_1_1_0.538"
2	77609427	79578358	"0_1_0_0_0_0_0_0_0_1_1_1_0.1422"
2	224948783	225296671	"0_1_0_0_0_0_0_0_0_1_1_1_0.325"
2	226555065	226887930	"0_1_0_0_0_0_0_0_0_1_1_1_0.270"
2	227012741	227097283	"0_1_0_0_0_0_0_0_0_1_1_1_0.105"
2	234737455	235045015	"0_1_0_0_0_0_0_0_0_1_1_1_0.503"
2	235361513	235409830	"0_1_0_0_0_0_0_0_0_1_1_1_0.125"
2	266338455	266432690	"0_1_0_0_0_0_0_0_0_1_1_1_0.77"
3	129682943	129893415	"0_1_0_0_0_0_0_0_0_1_1_1_0.75"
3	130045828	130467178	"0_1_0_0_0_0_0_0_0_1_1_1_0.258"
3	136583321	137573863	"0_1_0_0_0_0_0_0_0_1_1_1_0.737"
3	156410573	157106213	"0_1_0_0_0_0_0_0_0_1_1_1_0.647"
4	136334350	138339137	"0_1_0_0_0_0_0_0_0_1_1_1_0.1629"
5	65224590	65473642	"0_1_0_0_0_0_0_0_0_1_1_1_0.92"
5	65915688	66447945	"0_1_0_0_0_0_0_0_0_1_1_1_0.475"
6	145416069	146027216	"0_1_0_0_0_0_0_0_0_1_1_1_0.413"
9	3166972	3278568	"0_1_0_0_0_0_0_0_0_1_1_1_0.23"
9	48072452	49369003	"0_1_0_0_0_0_0_0_0_1_1_1_0.570"
9	50875504	51180238	"0_1_0_0_0_0_0_0_0_1_1_1_0.131"
9	60560523	62998469	"0_1_0_0_0_0_0_0_0_1_1_1_0.2370"
9	93406282	93542437	"0_1_0_0_0_0_0_0_0_1_1_1_0.101"
9	94384752	96214953	"0_1_0_0_0_0_0_0_0_1_1_1_0.1181"
9	107051056	107793347	"0_1_0_0_0_0_0_0_0_1_1_1_0.938"
9	109422593	111007431	"0_1_0_0_0_0_0_0_0_1_1_1_0.1347"
9	111374747	112798205	"0_1_0_0_0_0_0_0_0_1_1_1_0.1509"
9	112877859	114910210	"0_1_0_0_0_0_0_0_0_1_1_1_0.1626"
9	116667584	117930050	"0_1_0_0_0_0_0_0_0_1_1_1_0.1281"
10	5287832	6198888	"0_1_0_0_0_0_0_0_0_1_1_1_0.538"
10	6296882	7140098	"0_1_0_0_0_0_0_0_0_1_1_1_0.500"
10	7234973	7423438	"0_1_0_0_0_0_0_0_0_1_1_1_0.53"
10	7666280	7714278	"0_1_0_0_0_0_0_0_0_1_1_1_0.24"
10	57142277	57144469	"0_1_0_0_0_0_0_0_0_1_1_1_0.23"
10	81167650	81458737	"0_1_0_0_0_0_0_0_0_1_1_1_0.131"
10	82036051	82357621	"0_1_0_0_0_0_0_0_0_1_1_1_0.45"
10	82495605	82711368	"0_1_0_0_0_0_0_0_0_1_1_1_0.23"
10	86887015	87149039	"0_1_0_0_0_0_0_0_0_1_1_1_0.106"
10	88113399	88561651	"0_1_0_0_0_0_0_0_0_1_1_1_0.261"
11	11609690	12107880	"0_1_0_0_0_0_0_0_0_1_1_1_0.589"
11	79116889	79288206	"0_1_0_0_0_0_0_0_0_1_1_1_0.47"
11	89878599	90438543	"0_1_0_0_0_0_0_0_0_1_1_1_0.151"
14	3741788	5964448	"0_1_0_0_0_0_0_0_0_1_1_1_0.1526"
14	6123153	8328829	"0_1_0_0_0_0_0_0_0_1_1_1_0.1341"
14	8380187	8492537	"0_1_0_0_0_0_0_0_0_1_1_1_0.153"
14	11497887	14001114	"0_1_0_0_0_0_0_0_0_1_1_1_0.4289"
14	18843993	22006496	"0_1_0_0_0_0_0_0_0_1_1_1_0.3403"
15	69554454	70018200	"0_1_0_0_0_0_0_0_0_1_1_1_0.224"
16	2530261	6435926	"0_1_0_0_0_0_0_0_0_1_1_1_0.4395"
16	6904005	9596520	"0_1_0_0_0_0_0_0_0_1_1_1_0.2960"
16	11634683	14355655	"0_1_0_0_0_0_0_0_0_1_1_1_0.2248"
16	14405133	15145246	"0_1_0_0_0_0_0_0_0_1_1_1_0.950"
16	17469569	17493039	"0_1_0_0_0_0_0_0_0_1_1_1_0.48"
16	17798401	18032256	"0_1_0_0_0_0_0_0_0_1_1_1_0.285"
16	18531034	20207289	"0_1_0_0_0_0_0_0_0_1_1_1_0.1392"
16	20458401	23291263	"0_1_0_0_0_0_0_0_0_1_1_1_0.1432"
16	23440735	23480526	"0_1_0_0_0_0_0_0_0_1_1_1_0.60"
16	68346240	69505207	"0_1_0_0_0_0_0_0_0_1_1_1_0.1472"
16	69604951	72200518	"0_1_0_0_0_0_0_0_0_1_1_1_0.1700"
16	79807776	80037650	"0_1_0_0_0_0_0_0_0_1_1_1_0.215"
17	4536037	8641652	"0_1_0_0_0_0_0_0_0_1_1_1_0.5386"
17	8987646	9130950	"0_1_0_0_0_0_0_0_0_1_1_1_0.340"
17	13448028	14420162	"0_1_0_0_0_0_0_0_0_1_1_1_0.1037"
19	34252640	34752478	"0_1_0_0_0_0_0_0_0_1_1_1_0.532"
19	38339094	38493662	"0_1_0_0_0_0_0_0_0_1_1_1_0.144"
19	39151735	40145207	"0_1_0_0_0_0_0_0_0_1_1_1_0.355"
21	99889495	100361947	"0_1_0_0_0_0_0_0_0_1_1_1_0.29"
21	105151537	105739048	"0_1_0_0_0_0_0_0_0_1_1_1_0.236"
1	34752987	41194064	"0_1_0_0_0_0_0_0_0_1_0_1_0.2825"
1	79608514	85545574	"0_1_0_0_0_0_0_0_0_1_0_1_0.4371"
1	86835764	88914994	"0_1_0_0_0_0_0_0_0_1_0_1_0.1040"
2	30367077	30621186	"0_1_0_0_0_0_0_0_0_1_0_1_0.120"
2	30663866	31256257	"0_1_0_0_0_0_0_0_0_1_0_1_0.520"
2	179941348	180125726	"0_1_0_0_0_0_0_0_0_1_0_1_0.245"
3	149952454	150245625	"0_1_0_0_0_0_0_0_0_1_0_1_0.101"
3	152524577	153595234	"0_1_0_0_0_0_0_0_0_1_0_1_0.621"
3	153975902	155439796	"0_1_0_0_0_0_0_0_0_1_0_1_0.1237"
4	23804173	24227923	"0_1_0_0_0_0_0_0_0_1_0_1_0.192"
4	24398461	24821396	"0_1_0_0_0_0_0_0_0_1_0_1_0.210"
4	26015031	26899896	"0_1_0_0_0_0_0_0_0_1_0_1_0.673"
4	41637055	41665166	"0_1_0_0_0_0_0_0_0_1_0_1_0.32"
4	43814494	44333154	"0_1_0_0_0_0_0_0_0_1_0_1_0.338"
4	50725500	51779946	"0_1_0_0_0_0_0_0_0_1_0_1_0.633"
4	52098193	52445369	"0_1_0_0_0_0_0_0_0_1_0_1_0.186"
4	54946110	55637844	"0_1_0_0_0_0_0_0_0_1_0_1_0.683"
4	55748766	56467377	"0_1_0_0_0_0_0_0_0_1_0_1_0.905"
4	62937592	64326619	"0_1_0_0_0_0_0_0_0_1_0_1_0.1272"
4	69297628	69551849	"0_1_0_0_0_0_0_0_0_1_0_1_0.413"
4	70571187	70838422	"0_1_0_0_0_0_0_0_0_1_0_1_0.931"
4	80568959	84167803	"0_1_0_0_0_0_0_0_0_1_0_1_0.2435"
5	65114506	65221418	"0_1_0_0_0_0_0_0_0_1_0_1_0.36"
5	68945308	69151468	"0_1_0_0_0_0_0_0_0_1_0_1_0.99"
5	69585218	70810762	"0_1_0_0_0_0_0_0_0_1_0_1_0.824"
5	153560135	154235860	"0_1_0_0_0_0_0_0_0_1_0_1_0.490"
6	137024054	137415012	"0_1_0_0_0_0_0_0_0_1_0_1_0.177"
6	137650132	140932760	"0_1_0_0_0_0_0_0_0_1_0_1_0.1076"
6	140999215	145292639	"0_1_0_0_0_0_0_0_0_1_0_1_0.3216"
7	35302577	35345695	"0_1_0_0_0_0_0_0_0_1_0_1_0.103"
7	36272754	38963708	"0_1_0_0_0_0_0_0_0_1_0_1_0.2803"
7	40631725	40874578	"0_1_0_0_0_0_0_0_0_1_0_1_0.132"
7	42507847	43479252	"0_1_0_0_0_0_0_0_0_1_0_1_0.1212"
7	43523103	44000877	"0_1_0_0_0_0_0_0_0_1_0_1_0.734"
9	24769993	26009471	"0_1_0_0_0_0_0_0_0_1_0_1_0.1764"
9	93549740	94382454	"0_1_0_0_0_0_0_0_0_1_0_1_0.408"
10	8075474	8467176	"0_1_0_0_0_0_0_0_0_1_0_1_0.305"
10	9061018	9359271	"0_1_0_0_0_0_0_0_0_1_0_1_0.276"
10	82722958	82826739	"0_1_0_0_0_0_0_0_0_1_0_1_0.41"
11	76427757	76468319	"0_1_0_0_0_0_0_0_0_1_0_1_0.48"
11	80670620	81025513	"0_1_0_0_0_0_0_0_0_1_0_1_0.512"
11	81274363	81802603	"0_1_0_0_0_0_0_0_0_1_0_1_0.493"
13	68862531	70870437	"0_1_0_0_0_0_0_0_0_1_0_1_0.1884"
14	110371715	110445758	"0_1_0_0_0_0_0_0_0_1_0_1_0.89"
14	111344472	111511017	"0_1_0_0_0_0_0_0_0_1_0_1_0.284"
15	33031880	33783295	"0_1_0_0_0_0_0_0_0_1_0_1_0.662"
15	37958535	42328568	"0_1_0_0_0_0_0_0_0_1_0_1_0.5258"
15	67060336	68697344	"0_1_0_0_0_0_0_0_0_1_0_1_0.1973"
16	57084291	59334739	"0_1_0_0_0_0_0_0_0_1_0_1_0.2477"
16	66906750	68344879	"0_1_0_0_0_0_0_0_0_1_0_1_0.1185"
17	8651241	8915290	"0_1_0_0_0_0_0_0_0_1_0_1_0.346"
17	9144301	10966734	"0_1_0_0_0_0_0_0_0_1_0_1_0.1686"
18	63724897	65095059	"0_1_0_0_0_0_0_0_0_1_0_1_0.799"
18	65142432	65154816	"0_1_0_0_0_0_0_0_0_1_0_1_0.24"
18	65589051	65703074	"0_1_0_0_0_0_0_0_0_1_0_1_0.103"
18	66256260	66928621	"0_1_0_0_0_0_0_0_0_1_0_1_0.764"
18	68340656	68827290	"0_1_0_0_0_0_0_0_0_1_0_1_0.581"
18	69258975	69994983	"0_1_0_0_0_0_0_0_0_1_0_1_0.609"
18	70040949	71816020	"0_1_0_0_0_0_0_0_0_1_0_1_0.1474"
18	71916580	72205181	"0_1_0_0_0_0_0_0_0_1_0_1_0.203"
19	40862548	41067249	"0_1_0_0_0_0_0_0_0_1_0_1_0.119"
19	43255876	43330244	"0_1_0_0_0_0_0_0_0_1_0_1_0.53"
19	43658661	44067125	"0_1_0_0_0_0_0_0_0_1_0_1_0.59"
19	44144819	44328384	"0_1_0_0_0_0_0_0_0_1_0_1_0.26"
19	44415493	44457060	"0_1_0_0_0_0_0_0_0_1_0_1_0.63"
19	50814734	51119007	"0_1_0_0_0_0_0_0_0_1_0_1_0.218"
19	51293560	51674982	"0_1_0_0_0_0_0_0_0_1_0_1_0.335"
19	51866287	52325718	"0_1_0_0_0_0_0_0_0_1_0_1_0.370"
19	52771503	53724335	"0_1_0_0_0_0_0_0_0_1_0_1_0.220"
19	53868424	55921166	"0_1_0_0_0_0_0_0_0_1_0_1_0.1062"
